serial_num,raw_sent
1288, 有时/d 教师/n 可/vu 向/p 全班/n 发问/v ，/w 使/v 个/q 个/q 学生/n 都/d 要/vu 预备/v 回答/v 。/w 
1289, 这样/r ，/w 任何/r 学生/n 都/d 不/d 知道/v 谁/r 是/vl 先/d 被/p 喊/v 的/u 人/n ，/w 他们/r 一定/d 要/vu 个/q 个/q 注意/v 了/u 。/w 
1290, 开始/v 上课/v 以后/nt 有时/d 学生/n 觉得/v 疲倦/a ，/w 教师/n 可/vu 变换/v 他们/r 的/u 工作/n 。/w 
1291, 例如/v 在/p 算学/n 班/n 内/nd 教师/n 可/vu 使/v 学生/n 多/a 作/v 练习题/n ，/w 作/v 完/v 后/nd 自己/r 校对/v 答/v 数/n ，/w 在/p 国语/n 或/c 社会科学/n 班/n 内/nd ，/w 教师/n 可/vu 令/v 学生/n 默/v 读/v 并/d 摘要/v 笔记/n 。/w 
1292, 总之/c 在/p 上课/v 的/u 时间/n 内/nd ，/w 对于/p 学生/n 的/u 活动/n 不可/vu 令/v 其/r 间断/v 。/w 
1293, 若是/c 经过/p 很/d 长久/n 的/u 时间/n 才/d 发出/v 一个/mq 问题/n ，/w 学生/n 就/d 会/vu 觉得/v 不耐烦/i ，/w 结果/n 秩序/n 或/c 难于/d 维持/v 。/w 
1294, 善于/v 发问/v 的/u 教师/n 还要/vu 注意/v 下列/v 各/r 点/n ：/w 第一/m 、/w 他/r 应该/vu 先/d 对/p 全班/n 发问/v ，/w 然后/c 再/d 指定/v 一个/mq 学生/n 回答/v 这个/r 问题/n 。/w 
1295, 反之/c ，/w 假使/c 他/r 先/d 指定/v 某个/r 学生/n ，/w 然后/c 再/d 发问/v ，/w 其余/r 的/u 学生/n 都/d 不注意/v 而/c 会/vu 有/v 扰乱/v 秩序/n 的/u 行动/n 了/u 。/w 
1296, 第二/m 、/w 不可/vu 按照/p 学生/n 名单/n 次序/n 的/u 先后/d 以/p 指定/v 回答/v 的/u 学生/n 。/w 
1297, 这就是说/i ，/w 假使/c 甲/n 在/p 乙/n 前/nd 已经/d 回答/v 了/u 一个/mq 问题/n ，/w 第二/m 个/q 问题/n 就要/vu 轮到/v 乙/n 回答/v ，/w 这样/r 依次/d 下去/v ，/w 那末/r ，/w 个/q 个/q 学生/n 都/d 知道/v 他/r 的/u 轮次/n ，/w 结果/n 多数/n 学生/n 不/d 留心/v 教师/n 的/u 发问/v ，/w 秩序/n 就/d 很/d 难/a 维持/v 了/u 。/w 
1298, 最后/n 还有/v 一点/mq ，/w 不能不/d 特别/d 注意/v 的/u ，/w 就是/vl 教师/n 不但/c 自己/r 善于/v 发问/v ，/w 还要/vu 有/v 鼓励/v 学生/n 有/v 善于/v 发问/v 的/u 习惯/n ，/w 以/p 运用/v 他们/r 的/u 思想/n 。/w 
1299, （/w 六/m ）/w 教师/n 应/vu 利用/v 社会化/v 教学法/n 一般/a 教学法/n 的/u 普通/a 毛病/n ，/w 就是/vl 教师/n 单独/a 讲解/v ，/w 学生/n 只有/d 坐/v 听/v 。/w 
1300, 这/r 种/q 方法/n ，/w 不但/c 使/v 学生/n 没有/v 自由/a 发表/v 意见/n 和/c 思想/n 的/u 机会/n ，/w 反/d 使/v 他们/r 有/v 作恶/v 的/u 机会/n 。/w 
1301, 所以/c 教师/n 最好/a 利用/v 社会化/v 教学法/n ，/w 由/p 学生/n 领导/v 讨论/v 关于/p 本/r 课/n 的/u 种/q 种/q 问题/n 。/w 
1302, 如此/r ，/w 学生/n 互相/d 切磋/v ，/w 互相/d 指正/v 所/u 得/v 的/u 效果/n 一定/d 很/d 大/a ，/w 秩序/n 也/d 不致于/v 紊乱/a 。/w 
1303, 但是/c 社会化/v 教学法/n 有/v 一/m 种/q 危险/a ，/w 就是/vl 学生/n 对于/p 某/r 一个/mq 问题/n 经过/p 热烈/a 的/u 辩论/v 之后/nt ，/w 常常/d 引起/v 固执/a 的/u 偏见/n ，/w 或/c 徒/d 耗费/v 光阴/n 于/p 无谓/a 的/u 辩驳/v 。/w 
1304, 教师/n 对于/p 这/r 方面/n 要/vu 设法/v 纠正/v 以/p 养成/v 学生/n 有/v 坦白/v 求/v 真理/n 的/u 态度/n 。/w 
1305, 学生/n 看/v 教师/n 如此/r ，/w 他们/r 自/d 能/vu 发展/v 同样/a 的/u 态度/n 养成/v 谦逊/a 的/u 美德/n 。/w 
1306, （/w 七/m ）/w 教师/n 要/vu 能够/vu 预料/v 学生/n 的/u 困难/n 教师/n 在/p 没有/d 讲解/v 某/r 课/n 以前/nt ，/w 须/d 揣测/v 何/r 点/n 是/vl 学生/n 最/d 难/a 了解/v 的/u ，/w 以便/c 讲解/v 时/nt 特别/d 注意/v 。/w 
1307, 这样/r ，/w 学生/n 不致/v 临时/d 发生/v 恐慌/a ，/w 如/v 坠/v 五里雾/n 中/nd ，/w 不/d 知道/v 教师/n 讲/v 的/u 是/vl 甚么/r ，/w 而/c 会/vu 发生/v 疲倦/a 或/c 厌恶/v 的/u 心理/n 。/w 
1308, 教师/n 平时/nt 若/c 熟悉/v 学生/n 的/u 程度/n 和/c 以前/nt 所/u 讲解/v 的/u 功课/n 的/u 内容/n ，/w 就/d 容易/a 预料/v 学生/n 的/u 困难/n 在/p 甚么/r 地方/n 。/w 
1309, 假使/c 教师/n 所/u 授/v 的/u 功课/n ，/w 适合/v 学生/n 的/u 程度/n ，/w 学生/n 就/d 不会/vu 生厌/v 而/c 有/v 扰乱/v 秩序/n 的/u 举动/n 。/w 
1310, （/w 八/m ）/w 教师/n 所/u 授/v 的/u 教材/n 要/vu 适合/v 学生/n 的/u 兴趣/n 学生/n 若/c 对于/p 功课/n 发生/v 兴趣/n ，/w 则/c 课室/n 的/u 训/v 育/v 不会/vu 发生/v 问题/n 。/w 
1311, 从/p 消极/a 方面/n 来说/v ，/w 兴趣/n 不是/vl 单纯/a 的/u 高兴/a 以/p 满足/v 学生/n 快乐/a 的/u 欲望/n ，/w 尤/d 不是/vl 和/c 努力/v 相/d 违反/v ，/w 因为/c 兴趣/n 反/d 可/vu 因/p 努力/v 而/c 增长/v 。/w 
1312, 从/p 积极/a 方面/n 来说/v ，/w 兴趣/n 乃是/vl 学生/n 对于/p 学业/n 的/u 忠实/a 的/u 心理/n 反应/n ，/w 而/c 带有/v 习惯/n 的/u 倾向/n 。/w 
1313, 兴趣/n 的/u 意义/n 既/c 如/v 上述/v ，/w 现/n 条/n 举/v 引起/v 学生/n 兴趣/n 的/u 方法/n 于/p 下/nd ：/w 第一/m ，/w 教材/n 要/vu 根据/p 心理/n 的/u 顺序/n 排列/v ，/w 不可/vu 根据/p 论理/v 的/u 顺序/n 排列/v 。/w 
1314, 所谓/a 心理/n 的/u 顺序/n 系/vl 先/d 从/p 和/p 学生/n 本身/n 有关/v 的/u 事实/n ，/w 原理/n 和/c 活动/n 教/v 起/vd ；/w 所谓/a 论理/v 的/u 顺序/n 系/vl 先/d 从/p 课程/n 的/u 初步/a 教/v 起/vd 。/w 
1315, 例如/v 学生/n 学习/v 英文/n ，/w 若/c 按照/p 心理/n 的/u 顺序/n ，/w 就要/vu 直接/a 学习/v 英文/n 缀/v 句/n 和/c 会话/v ，/w 随时/d 学习/v 文法/n ；/w 若/c 按/p 论理/v 的/u 顺序/n ，/w 他们/r 就要/vu 先/d 学习/v 文法/n 的/u 种/q 种/q 规则/n ，/w 然后/c 再/d 学习/v 缀/v 句/n 和/c 会话/v 。/w 
1316, 现在/nt 教科书/n 最大/a 的/u 缺点/n 就/d 在/p 陈述/v 抽象/a 的/u 原则/n 之/u 先/d ，/w 没有/v 具体/a 的/u 实例/n 来/vd 说明/v ，/w 这样/r ，/w 根本/d 就/d 不能/vu 引起/v 学生/n 的/u 兴趣/n 。/w 
1317, 第三/m ，/w 教材/n 要/vu 适合/v 学生/n 的/u 需要/v 。/w 
1318, 凡/d 和/p 学生/n 有关/v 的/u 事项/n 无论/c 为/vl 私/n 为/vl 公/n ，/w 都/d 能/vu 引起/v 学生/n 的/u 兴趣/n ；/w 所以/c 教材/n 不/d 能够/vu 忽略/v 学生/n 的/u 需要/v 。/w 
1319, 那些/r 教材/n 对于/p 学生/n 的/u 需要/v 愈/d 密切/a ，/w 学生/n 的/u 兴趣/n 也/d 愈/d 浓厚/a 。/w 
1320, 甲/n 学生/n 自治/v 的/u 利益/n 
1321, （/w 一/m ）/w 学生/n 自治/v 能/vu 适应/v 学生/n 个性/n 的/u 需要/v 每种/r 组织/n 发生/v 的/u 原因/n ，/w 都/d 在/p 满足/v 一/m 种/q 的/u 需要/v ，/w 没有/v 需要/v ，/w 就/d 没有/v 组织/n 的/u 动机/n 。/w 
1322, 学生/n 自治/v 自然/d 不能/vu 例外/v 。/w 
1323, 它/r 是/vl 因为/c 学生/n 个/q 个/q 将来/nt 都/d 要/vu 做/v 健全/a 良好/a 的/u 公民/n ，/w 所以/c 在/p 学生/n 时代/nt 就要/vu 受/v 训练/v 做/v 良好/a 的/u 学生/n 。/w 
1324, 同时/c 学生/n 的/u 个性/n 差异/n 很/d 大/a ，/w 训/v 育/v 和/c 教学/v 一样/a ，/w 不能/vu 够用/v 一视同仁/i 的/u 老/a 法子/n 。/w 
1325, 管理/v 学生/n 是/vl 一/m 件/q 非常/d 复杂/a 和/c 困难/a 的/u 工作/n ，/w 甲/n 生/n 和/c 乙/n 生/n 性情/n 有/v 了/u 差异/n ，/w 管理/v 之/u 方法/n 就要/vu 有/v 区别/v 。/w 
1326, 所以/c 学校/n 的/u 训/v 育/v 不可/vu 用/v 一/m 种/q 方法/n 施行/v 于/p 全体/n 的/u 学生/n 。/w 
1327, 因为/c 学生/n 有/v 了/u 上述/v 两/m 种/q 的/u 需要/v ，/w 学生/n 自治/v 就/d 应运而生/i 了/u 。/w 
1328, 为甚么/d 学生/n 自治/v 能/vu 适应/v 学生/n 个性/n 呢/u ？/w 
1329, 因为/c 学生/n 自治/v 是/vl 积极/a 的/u 活动/n ，/w 不是/vl 消极/a 的/u 禁止/v ；/w 是/vl 自动/a 的/u 自己/r 管理/v 自己/r ，/w 不是/vl 受/v 人/n 的/u 命令/v 而/c 勉强/a 服从/v 。/w 
1330, 学生/n 是/vl 好动/v 的/u ，/w 若/c 叫/p 他们/r 这样/r 不能/vu 做/v ，/w 那样/r 不可/vu 做/v ，/w 倒不如/v 让/p 他们/r 随着/p 个性/n 去/v 活动/v 。/w 
1331, （/w 二/m ）/w 学生/n 自治/v 可以/vu 代替/v 学校/n 消极/a 的/u 训/v 育/v 方法/n 现在/nt 的/u 学校/n 总是/d 规/v 订/v 了/u 很多/a 的/u 处罚/v 学生/n 的/u 规则/n ，/w 如果/c 学生/n 犯/v 了/u 某/r 条/q 规则/n ，/w 就要/vu 受/v 某种/r 的/u 惩罚/v 。/w 
1332, 这/r 种/q 方法/n 是/vl 事后/nt 补救/v 的/u 方法/n ，/w 把/p 所有/a 的/u 错处/n 都/d 推/v 在/p 学生/n 身上/nl 。/w 
1333, 并且/c 学生/n 犯/v 了/u 规则/n ，/w 错处/n 不是/vl 完全/d 在/p 他/r 的/u 身上/nl ，/w 做/v 教职员/j 的/u 也/d 要/vu 负/v 一部分/n 的/u 责任/n 。/w 
1334, 因为/c 教师/n 应该/vu 先/d 要/vu 替/v 学生/n 设备/n 一/m 种/q 优良/a 的/u 环境/n ，/w 使/v 学生/n 没有/d 犯规/v 的/u 动机/n 。/w 
1335, 学生/n 自治/v 是/vl 学生/n 自动/a 的/u 组织/n ，/w 比/p 那些/r 单/a 照/p 教师/n 主观/n 所/u 设备/v 的/u 环境/n ，/w 一定/d 适宜/a 得/u 多/a 。/w 
1336, 学生/n 自治/v 优良/a 的/u 学校/n ，/w 训/v 育/v 的/u 消极/a 工作/n 必定/d 减少/v 。/w 
1337, 所以说/v ，/w 学生/n 自治/v 可以/vu 减少/v 或/c 代替/v 学校/n 训/v 育/v 的/u 消极/a 方法/n 。/w 
1338, （/w 三/m ）/w 学生/n 自治/v 可以/vu 养成/v 学生/n 团结/v 的/u 精神/n 任何/r 人/n 都/d 承认/v 我国/n 人民/n 好像/d 一盘散沙/i 。/w 
1339, 学生/n 自治/v 是/vl 全校/n 的/u 团体/n 组织/n ，/w 不/d 分/v 年级/n ，/w 不/d 分/v 科/n 别/n ，/w 不限/v 地域/n ，/w 凡是/d 同一/a 校/n 的/u 学生/n 都/d 可/vu 参加/v 。/w 
1340, 由/p 学生/n 自治/v 养成/v 全校/n 的/u 团结/v 力/n ，/w 由/p 全校/n 再/d 进至/v 全/a 地方/n ，/w 全省/n 而/c 全国/n 的/u 大团结/n 。/w 
1341, （/w 四/m ）/w 训练/v 学生/n 做/v 良好/a 公民/n 现在/nt 的/u 学校/n 学生/n ，/w 就是/vl 将来/nt 社会/n 上/nd 的/u 公民/n 。/w 
1342, 上面/nd 已/d 说过/v ，/w 施行/v 自治/v 不能/vu 用/v 突然/a 的/u 手段/n ，/w 同时/c 自治/v 的/u 训练/v 也/d 不是/vl 一朝一夕/i 之/u 功/n ；/w 所以/c 在/p 学校/n 里/nd 的/u 学生/n 就要/vu 受/v 自治/v 的/u 练习/v 。/w 
1343, 学校/n 虽然/c 有些/m 公民/n 训练/v 的/u 课程/n ，/w 目的/n 也是/vl 教/v 学生/n 怎样/r 做/v 良好/a 公民/n ；/w 但是/c 没有/v 学生/n 自治/v 那样/r 合于/v 实际/a 的/u 情形/n 。/w 
1344, 所以/c 我们/r 说/v 学生/n 自治/v 是/vl 地方自治/n 的/u 基础/n ，/w 是/vl 做/v 良好/a 公民/n 的/u 实际/a 训练/v 。/w 
1345, （/w 五/m ）/w 学生/n 自治/v 能/vu 训练/v 领袖/n 和/c 办事/v 人材/n 领袖/n 和/c 办事/v 的/u 人材/n 为/vl 团体/n 生活/n 所/u 必需/v ，/w 但是/c 这些/r 人材/n 不是/vl 完全/d 天生/a 的/u ，/w 同时/c 我们/r 所/u 需要/v 的/u 领袖/n 人材/n ，/w 不是/vl 那/r 种/q 野心勃勃/i 希图/v 操纵/v 一切/r 的/u ，/w 乃是/vl 要/vu 能/vu 为/p 群众/n 服务/v 而/c 有/v 牺牲/v 精神/n 的/u 。/w 
1346, 学生/n 自治/v 既/c 无/v 金钱/n 可/vu 图/v ，/w 又/d 无/v 地盘/n 可/vu 据/v ，/w 加以/v 各个/r 同学/n 皆/d 立于/v 同等/a 地位/n ，/w 除/p 有/v 少数/n 领袖/n 抱/v 出风头/i 主义/n 外/nd ，/w 普通/a 一般/a 的/u 领袖/n 必/d 能/vu 洁/v 己/r 从/p 公/n 谋/v 全体/n 的/u 福利/n 。/w 
1347, （/w 六/m ）/w 学生/n 自治/v 能/vu 养成/v 合作/v 的/u 精神/n 和/c 优良/a 的/u 校风/n 国家/n 和/c 社会/n 是/vl 一个/mq 有机体/n ，/w 各个/r 份子/n 必须/d 互相/d 合作/v ，/w 方/d 能/vu 强盛/a 发达/a 。/w 
1348, 在/p 学校/n 里/nd 切实/a 训练/v 的/u 机关/n 当然/d 以/p 学生/n 自治/v 会/n 为/vl 最/d 适宜/a 了/u 。/w 
1349, 吾人/r 教导/v 学生/n ，/w 无非/d 欲/d 完成/v 其/r 性格/n （/w Ｃｈａｒａｃｔｅｒ/ws ，/w ）/w 但/c 性格/n 之/u 为/vl 物/n ，/w 是/vl 反动/a 的/u 习惯/n 之/u 变形/v ，/w 而/c 反动/a 的/u 习惯/n ，/w 则/c 成/v 于/p 一定/a 行为/n 之/u 反复/v ，/w 与/p 夫/r 一定/a 观念/n 之/u 持续/v ，/w 故/c 灌输/v 合理/a 的/u 观念/n ，/w 为/p 教师/n 之/u 要/vu 务/n 。/w 
1350, 故/c 教师/n 对于/p 学生/n 应/vu 尽/v 之/u 职务/n ，/w 第一/m 宜/d 输/v 以/p 善良/a 之/u 观念/n ；/w 第二/m 宜/d 使/v 有意/d 的/u 注意/v 之/u ；/w 第三/m 宜/d 多/a 与/p 实行/v 练习/v 之/u 机会/n ，/w 似/v 此/r 则/c 坚决/a 的/u 意志/n ，/w 不/d 难于/d 养成/v 云/u 。/w 
1351, 根据/p ６９４/m 个/q 大学生/n 在/p 神经/n 记录/n 上/nd 的/u 总分/n ，/w 在/p 分数/n 分配/v 的/u 上下/n 两/m 极端/n 各/r 划开/v 五十/m 个/q 学生/n ，/w 称为/v 第一/m 与/c 第二/m 两/m 组/n 。/w 
1352, 第一/m 组/n 为/vl 五十/m 个/q 分数/n 最低/a 的/u 学生/n ，/w 作为/v 顺应/v 最/d 良/a 之/u 组/n ；/w 第二/m 组/n 为/vl 五十/m 个/q 分数/n 最高/a 的/u 学生/n ，/w 作为/v 神经/n 最/d 不/d 稳定/a 之/u 组/n 。/w 
1353, 杜威/nh （/w Ｄｅｗｅｙ/ws ）/w 曾/d 说过/v 下面/nd 一/m 段/q 的/u 话/n ：/w 「/w 科学/n 教学/v 过于/d 注重/v 现成/a 材料/n 之/u 累积/v ，/w 只/d 使/v 学生/n 熟识/v 此类/n 材料/n ，/w 而/c 未能/vu 充分/a 用以/v 训练/v 思想/n 之/u 方法/n 或/c 心智/n 的/u 态度/n ，/w 使/v 心智/n 的/u 习惯/n 得/vu 按/p 其/r 形式/n 而/c 改变/v 。/w 
1354, 如果/c 没有/v 对/p 农村/n 英雄/n 妇女/n 的/u 深刻/a 理解/v ，/w 很/d 可能/vu 把/p 她/r 塑造/v 成/v 洋/a 学生/n 。/w 
1355, 一九八Ｏ/m 年/nt 一月/nt 发/v 的/u 北京/ns 空军/n 某部/n 气象站/n 教导员/n 张福阁/nh 等/u 四/m 人/n ，/w 同/p 被/p 他们/r 从/p 冰窟窿/n 中/nd 救起/v 的/u 北京/ns 学生/n 鲍文利/nh 合影/n 的/u 照片/n ，/w 由于/c 说明/v 词/n 里/nd 名字/n 的/u 左右/n 排列/v 顺序/n 搞/v 颠倒/v 了/u ，/w 结果/n 五/m 个/q 人/n 中/nd ，/w 就/d 有/v 四/m 个/q 人/n 的/u 名字/n 对/v 不/d 上/nd 。/w 
1356, 她/r 说/v 准备/v 工作/n 的/u 紧张/a 程度/n “/w 简直/d 就/d 象/p 学生/n 准备/v 大考/n 一样/a 。/w ”/w 
1357, 一九０四/m 年/nt 十月/nt ，/w 爱国/v 学社/n 学生/n 敖嘉熊/nh 在/p 嘉兴/ns 建立/v 温台/ns 处/n 会馆/n ，/w 拟/v 通过/p 它/r 把/p 江/j 、/w 浙/j 、/w 皖/j 三/m 省/n 边境/n 的/u 会党/n 组织/n 起来/vd 。/w 
1358, 不久/nt 后/nd ，/w 陶成章/nh 去/v 日本东京/ns ，/w 在/p 浙/j 籍/n 留/v 日/j 学生/n 中/nd 组织/n 光复会/ni 分会/n ；/w 徐锡麟/nh 也/d 回/v 浙江/ns 活动/v 。/w 
1359, 在/p 日本/ns ，/w 她/r 积极/a 参加/v 留/v 日/j 学生/n 的/u 革命/v 活动/v 。/x 
1360," 瑞安/ns 人/n 陈傅良/nh 是/vl 薛季宣/nh 的/u 学生/n ，/w 为/p 学/v 重/a ""/w 经/n 世/nt 致用/v ""/w ，/w 反对/v 性/n 理/n 空谈/v ，/w 和/c 其师/n 同/p 开/v 永嘉/ns 学派/n 的/u 先声/n 。/w "
1361, 解放/v 以来/nt ，/w 壮族/ns 地区/n 的/u 城镇/n 居民/n 、/w 政府/n 机关/n 工作人员/n 、/w 学校/n 学生/n 及/c 各级/n 干部/n ，/w 他们/r 的/u 服装/n 紧跟/v 全国/n 变化/v ，/w 一般/a 都/d 穿/v 中山装/n ，/w 干部服/n ，/w 与/c 当地/n 汉族/ns 人民/n 相同/a 。/w 
1362, 他们/r 与/p 第二次世界大战/n 以前/nd 以/p 非/d 学生/n 身份/n 出国/v 的/u 定居/v 者/k 所/u 取得/v 的/u 经济/n 成就/n 相比/v ，/w 从/p 人数/n 比例/n 上/nd 说/v ，/w 要/v 大/a 得/u 多/a 。/w 
1363, 只有/c 紧紧/d 地/u 依靠/v 群众/n ，/w 坚决/a 相信/v 群众/n 的/u 创造力/n ，/w 永远/d 做/v 群众/n 的/u 小/a 学生/n ，/w 个人/n 才/d 能/vu 在/p 政治/n 上/nd 不断/d 进步/v ，/w 在/p 技术/n 上/nd 不断/d 创新/v 。/w 
1364, 其次/d ，/w 国家/n 设立/v 了/u 许多/a 大专/n 学校/n ，/w 培养/v 了/u 工科/n 学生/n 约计/v ７４/m 万/m 余/n 人/n 。/w 
1365, 缫丝/v 工人/n 男女/n 并用/v ，/w 间/nd 有/v 以/p 学生/n 名义/n 募集/v 。/w 
1366, 全国/n 已/d 有/v 农业/n 高等院校/n 五十九/m 所/n ，/w 在校/v 学生/n 达到/v 七万三千四百/m 多/m 人/n ，/w 有/v 中等/a 农业/n 专业/n 学校/n 三百五十七/m 所/n ，/w 在校/v 学生/n 八万七千九百/m 多/m 人/n 。/w 
1367, 其中/nd 一九七九/m 年/nt 到/v 一九八三/m 年/nt ，/w 从/p 高等/a 农业/n 院校/n 毕业/v 的/u 学生/n 达到/v 八万二千五百/m 人/n ，/w 从/p 中等/a 农业/n 专业/n 学校/n 毕业/v 的/u 学生/n 达到/v 十七万八千五百/m 人/n 。/w 
1368, 不仅/c 使/v 普通/a 高中/j 毕业生/n ，/w 而且/c 使/v 受过/v 中等/a 技术/n 、/w 职业教育/n 的/u 学生/n 以及/c 受过/v 中等教育/n 参加/v 生产/v 劳动/v 有/v 一定/a 实践/v 经验/n 的/u 职工/n 、/w 农民/n 都/d 能/vu 进一步/v 接受/v 正规/a 的/u 或/c 非/h 正规/a 的/u 高等教育/n ，/w 即/d 形成/v 一个/mq 多层次/n 、/w 多渠道/n 、/w 各级/n 教育/v 之间/nd 能/vu 相互/d 衔接/v 的/u 纵向/n 结构/n ，/w 以利于/v 多出/v 人才/n ，/w 快/a 出/vd 人才/n 。/w 
1369, 在/p 中等教育/n 中/nd ，/w 除/p 专业/n 、/w 技术学校/n 外/nd ，/w 普通/a 高中/j 也/d 可/vu 根据/p 社会/n 需要/v 开设/v 职业/n 、/w 技术/n 班/n 或/c 增设/v 职业/n 、/w 技术/n 课程/n ，/w 以/c 增加/v 学生/n 生产/v 技术/n 知识/n ，/w 培养/v 劳动/v 观念/n ，/w 提高/v 就业/v 能力/n 。/w 
1370, 这/r 也/d 无怪/d ，/w 因为/c 在/p 求/v 通俗/a 一/m 层/q ，/w 高畑/nh 费/v 过/u 很/d 大/a 的/u 苦功/n ：/w 在/p 他/r 译/v 『/w 资本论/n 』/w 时/nt ，/w 曾经/d 三/m 次/q 易/a 稿/n ，/w 每/r 稿/n 成/v ，/w 亲/d 使/v 大学/n 一/m 年级/n 学生/n 听/v 之/u ，/w 不/d 懂/v 者/k 弃/v 之/u 再/d 易/a 稿/n ，/w 以/p 能/vu 听懂/v 为止/v 。/w 
1371, 例如/v 我们/r 前面/nd 提到/v 的/u 德沃扎克/nh 的/u 《/w 大提琴/n 协奏曲/n 》/w ，/w 如果/c 学生/n 们/k 通过/p 理解/v 认识/n 的/u 作用/n ，/w 了解/v 到/v 这/r 部/q 协奏曲/n 是/vl 捷克/ns 作曲家/n 德沃扎克/nh 晚年/nt 旅/v 居/v 美国/ns 时/nt 写/v 的/u 作品/n ，/w 作者/n 通过/p 这/r 部/q 作品/n 倾诉/v 了/u 他/r 对/p 远隔/v 重洋/n 的/u 祖国/n 和/c 亲人/n 的/u 深切/a 怀/v 念/v ，/w 那么/c ，/w 学生/n 们/k 在/p 欣赏/v 过程/n 中/nd 就/d 会/vu 对/p 这/r 部/q 作品/n 的/u 感情/n 内涵/n 获得/v 更/d 深刻/a 的/u 体验/n 。/w 
1372, 在/p 美国/ns 新泽西州/ns 一/m 所/n 中学/n ，/w 做/v 过/u 这/r 样/q 的/u 试验/v ，/w 当/p 学生/n 一边/c 听/v 流行/v 音乐/n ，/w 一边/c 驾驶/v 汽车/n 模拟器/n 时/nt ，/w 他们/r 的/u 判断/v 错误/n 便/d 增加/v ３０％/m 。/w 
1373, 学生/n 的/u 年龄/n ，/w 从/p 十三/m 岁/nt 开始/v ，/w 至/v 二十/m 岁/nt 毕业/v 。/w 
1374, 表现主义/n ，/w 以/p 奥地利/ns 作曲家/n 勋伯格/nh 为/vl 代表/n ，/w 他/r 的/u 学生/n 威伯恩/nh 加以/v 继承/v 和/c 发挥/v 。/w 
1375, 但是/c 他/r 要/vu 成为/v 艾涅斯库/nh 门/n 下/nd 的/u 学生/n 却/d 并不/d 容易/a 。/w 
1376, 但是/c ，/w 《/w 图兰多/nh 》/w 最后/a 还是/v 由/p 普契尼/nh 的/u 学生/n ，/w 作曲家/n 阿尔法诺/nh 续/v 成/v 。/w 
1377, 在/p 古诺/nh 读/v 中学/n 的/u 时候/n ，/w 学校/n 有/v 这样/r 的/u 规定/n ：/w 考试/v 成绩/n 中/nd 有/v 一/m 门/q 得/v 第一/m ，/w 或者/c 两/m 门/q 第二/m 的/u 学生/n ，/w 得以/vu 出席/v 学校/n 举办/v 的/u 宴会/n ，/w 然后/c 放/v 荣誉/n 假/n 两/m 天/nt ，/w 可以/vu 回家/v 与/p 父母/n 团聚/v 。/w 
1378, 决定/v 这位/r 音乐/n 学院/n 学生/n 前程/n 的/u 最后/a 一/m 次/q 考试/n 结束/v 了/u ，/w 当/p 母亲/n 看到/v 儿子/n 以/p 胜利/a 的/u 微笑/v 向/p 她/r 走来/v 时/nt ，/w 她/r 激动/v 得/u 哭/v 了/u 。/w 
1379, 伍麦叶/n 有/v 个/q 名噪一时/i 的/u 歌婢/n ，/w 名叫/v 哈巴布/nh ，/w 深得/v 在朝/v 的/u 亚吉特/nh 二/m 世/q 的/u 宠爱/v ，/w 她/r 和/c 先/nt 她/r 受宠/v 的/u 另/a 一/m 出众/a 的/u 歌婢/n 赛米拉/nh 同/d 为/vl 王朝/n 最/d 著名/a 的/u 歌姬/n 加米拉/nh 的/u 学生/n 。/w 
1380, 早野龙五/nh 是/vl 小学/n 一/m 年级/n 学生/n 。/w 
1381, 接着/v 由/p 师从/v 卡萨尔斯/nh 的/u 佐藤良雄/nh 的/u １５/m 名/q 学生/n 演奏/v 圣桑斯/nh （/w 编者/n 注/v ：/w 有的/r 译作/v 圣－桑/nh 或/c 圣桑/nh ）/w 的/u 《/w 天鹅/n 》/w 和/c 巴赫/nh 的/u 《/w 布列/n 》/w 。/w 
1382, 能力/n 强/a 的/u 学生/n 有的/r 不仅/d 敲/v 自己/r 的/u 一块/mq 钢片/n ，/w 而且/c 还/d 去/vd 敲/v 别人/r 手里/nl 的/u 来/vd 比较/d 看/v 有/v 什么/r 不同/a 。/w 
1383, 我们/r 的/u 学生/n 在/p 国际/n 的/u 物理/n 等/u 比赛/v 中/nd ，/w 基础/n 运算/v 往往/d 比/p 外国/n 学生/n 算得/v 快/a 、/w 准/a ，/w 但/c 碰到/v 应用/v 及/c 动脑筋/v 创造/v 的/u 比赛/v 题/n 时/nt ，/w 我们/r 就/d 吃亏/a 了/u 。/w 
1384, 当然/a ，/w 在/p 学生/n 的/u 成长/v 过程/n 中/nd ，/w 学习/v 的/u 前/nd 后期/nt ，/w 侧重/v 的/u 重点/n ，/w 可以/vu 有所不同/i ，/w 但/c 绝不/d 能/vu 截然/d 分开/v ，/w 声/n 、/w 腔/n 、/w 字/n 、/w 情/n 、/w 理/n 以及/c 歌唱/v 时/nt 的/u 仪态/n 和/c 舞台/n 上/nd 的/u 分寸/n 都/d 要/vu 从/p 一/d 开始/v 就/d 有/v 严格/a 的/u 要求/n ，/w 即使/c 是/vl 练/v 声/n ，/w 唱/v 音阶/n ，/w 唱/v 琶/n 音/n 也/d 是/vl 一定/d 要/vu 学生/n 带/v 着/u 感情/n ，/w 唱/v 得/u 美/a ，/w 脸/n 上/nd 不许/d 做/v 怪相/n ，/w 手脚/n 不许/d 有/v 多余/a 的/u 动作/n 。/w 
